"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"3071","chr7",112953893,112954293,401,"*","chr7_112953893_112954293","X62348","ENSMUSG00000102812",112954194,112955620,1427,"+",0,"overlapStart",0,"AC104930.1",NA
"3072","chr7",113668116,113668516,401,"*","chr7_113668116_113668516","X62375","ENSMUSG00000089467",113666915,113667016,102,"-",1099,"upstream",1099,"Gm23700",NA
"3073","chr7",114637555,114637955,401,"*","chr7_114637555_114637955","X62405","ENSMUSG00000030669",114631480,114636357,4878,"-",1197,"upstream",1197,"Calca","12310"
"3074","chr7",115171922,115172322,401,"*","chr7_115171922_115172322","X62432","ENSMUSG00000099211",115172273,115172352,80,"+",0,"overlapStart",0,"Gm27684",NA
"3075","chr7",116030169,116030569,401,"*","chr7_116030169_116030569","X62467","ENSMUSG00000030664",116031979,116032550,572,"+",1409,"upstream",1409,"Sox6os","68469"
"3076","chr7",116040006,116040406,401,"*","chr7_116040006_116040406","X62469","ENSMUSG00000051910",115471344,116038744,567401,"-",1261,"upstream",1261,"Sox6","20679"
"3077","chr7",116691165,116691565,401,"*","chr7_116691165_116691565","X62491","ENSMUSG00000088234",116691379,116691485,107,"-",0,"includeFeature",0,"Gm25423",NA
"3078","chr7",119480508,119480908,401,"*","chr7_119480508_119480908","X62607","ENSMUSG00000030963",119462866,119479255,16390,"-",1252,"upstream",1252,"Umod","22242"
"3079","chr7",119516059,119516459,401,"*","chr7_119516059_119516459","X62611","ENSMUSG00000098014",119512000,119514302,2303,"-",1756,"upstream",1756,"Gm26967",NA
"3080","chr7",119759233,119759633,401,"*","chr7_119759233_119759633","X62623","ENSMUSG00000030935",119760923,119787513,26591,"+",1289,"upstream",1289,"Acsm3","20216"
"3081","chr7",119794222,119794622,401,"*","chr7_119794222_119794622","X62624","ENSMUSG00000030929",119768679,119794058,25380,"-",163,"upstream",163,"Eri2","71151"
"3082","chr7",120145087,120145487,401,"*","chr7_120145087_120145487","X62633","ENSMUSG00000030911",120132361,120145290,12930,"-",0,"overlapStart",0,"Zp2","22787"
"3083","chr7",120409512,120409912,401,"*","chr7_120409512_120409912","X62640","ENSMUSG00000051900",120409647,120544813,135167,"+",0,"overlapStart",0,"Abca16","233810"
"3084","chr7",123370804,123371204,401,"*","chr7_123370804_123371204","X62749","ENSMUSG00000030766",123279150,123369915,90766,"-",888,"upstream",888,"Arhgap17","70497"
"3085","chr7",123462040,123462440,401,"*","chr7_123462040_123462440","X62753","ENSMUSG00000030762",123462294,123468003,5710,"+",0,"overlapStart",0,"Aqp8","11833"
"3086","chr7",124708969,124709369,401,"*","chr7_124708969_124709369","X62780","ENSMUSG00000086254",124625670,124708935,83266,"-",33,"upstream",33,"3100003L05Rik","73076"
"3087","chr7",127051680,127052080,401,"*","chr7_127051680_127052080","X62859","ENSMUSG00000049350",127050156,127051977,1822,"-",0,"overlapStart",0,"Zg16","69036"
"3088","chr7",127122155,127122555,401,"*","chr7_127122155_127122555","X62863","ENSMUSG00000030674",127107114,127122226,15113,"-",0,"overlapStart",0,"Qprt","67375"
"3089","chr7",127286206,127286606,401,"*","chr7_127286206_127286606","X62870","ENSMUSG00000090460",127286041,127286385,345,"-",0,"overlapStart",0,"Gm17511",NA
"3090","chr7",127726070,127726470,401,"*","chr7_127726070_127726470","X62890","ENSMUSG00000060034",127718106,127725616,7511,"-",453,"upstream",453,"Ctf2","244218"
"3091","chr7",127783580,127783980,401,"*","chr7_127783580_127783980","X62894","ENSMUSG00000042289",127785608,127803802,18195,"+",1627,"upstream",1627,"Hsd3b7","101502"
"3092","chr7",127785473,127785873,401,"*","chr7_127785473_127785873","X62895","ENSMUSG00000042289",127785608,127803802,18195,"+",0,"overlapStart",0,"Hsd3b7","101502"
"3093","chr7",128060313,128060713,401,"*","chr7_128060313_128060713","X62908","ENSMUSG00000030786",128062640,128128160,65521,"+",1926,"upstream",1926,"Itgam","16409"
"3094","chr7",128154070,128154470,401,"*","chr7_128154070_128154470","X62914","ENSMUSG00000070369",128154376,128223816,69441,"+",0,"overlapStart",0,"Itgad","381924"
"3095","chr7",128479638,128480038,401,"*","chr7_128479638_128480038","X62930","ENSMUSG00000093125",128478014,128478138,125,"-",1499,"upstream",1499,"Gm24365",NA
"3096","chr7",128775501,128775901,401,"*","chr7_128775501_128775901","X62940","ENSMUSG00000077283",128774846,128774963,118,"-",537,"upstream",537,"n-R5s158",NA
"3097","chr7",128825383,128825783,401,"*","chr7_128825383_128825783","X62943","ENSMUSG00000080363",128826347,128826467,121,"+",563,"upstream",563,"Gm25778",NA
"3098","chr7",130355387,130355787,401,"*","chr7_130355387_130355787","X63025","ENSMUSG00000082988",130352038,130354362,2325,"-",1024,"upstream",1024,"Gm5903","546005"
"3099","chr7",130771786,130772186,401,"*","chr7_130771786_130772186","X63046","ENSMUSG00000040298",130774069,130825897,51829,"+",1882,"upstream",1882,"Btbd16","330660"
"3100","chr7",131144129,131144529,401,"*","chr7_131144129_131144529","X63066","ENSMUSG00000100759",131146439,131150580,4142,"+",1909,"upstream",1909,"1700029B22Rik","69495"
"3101","chr7",131614671,131615071,401,"*","chr7_131614671_131615071","X63089","ENSMUSG00000062758",131614188,131614988,801,"-",0,"overlapStart",0,"Gm16477","677073"
"3102","chr7",133124820,133125220,401,"*","chr7_133124820_133125220","X63149","ENSMUSG00000030970",132987563,133124354,136792,"-",465,"upstream",465,"Ctbp2","13017"
"3103","chr7",134231663,134232063,401,"*","chr7_134231663_134232063","X63214","ENSMUSG00000050066",134227474,134230705,3232,"-",957,"upstream",957,"A130023I24Rik",NA
"3104","chr7",135196382,135196782,401,"*","chr7_135196382_135196782","X63275","ENSMUSG00000100717",135191764,135196002,4239,"-",379,"upstream",379,"1700120G07Rik","74314"
"3105","chr7",136510325,136510725,401,"*","chr7_136510325_136510725","X63356","ENSMUSG00000087869",136509026,136509333,308,"-",991,"upstream",991,"Gm24444",NA
"3106","chr7",136894565,136894965,401,"*","chr7_136894565_136894965","X63381","ENSMUSG00000054612",136894611,137128187,233577,"+",0,"overlapStart",0,"Mgmt","17314"
"3107","chr7",138939132,138939532,401,"*","chr7_138939132_138939532","X63502","ENSMUSG00000056856",138940730,139083976,143247,"+",1197,"upstream",1197,"Jakmip3","74004"
"3108","chr7",139084722,139085122,401,"*","chr7_139084722_139085122","X63510","ENSMUSG00000025478",139086001,139102704,16704,"+",878,"upstream",878,"Dpysl4","26757"
"3109","chr7",140164203,140164603,401,"*","chr7_140164203_140164603","X63544","ENSMUSG00000051180",140161939,140163014,1076,"-",1188,"upstream",1188,"Olfr522","258954"
"3110","chr7",140246934,140247334,401,"*","chr7_140246934_140247334","X63550","ENSMUSG00000054672",140247301,140299791,52491,"+",0,"overlapStart",0,"5830411N06Rik","244234"
"3111","chr7",140507307,140507707,401,"*","chr7_140507307_140507707","X63563","ENSMUSG00000052508",140500856,140507318,6463,"-",0,"overlapStart",0,"Olfr536","258513"
"3112","chr7",140787551,140787951,401,"*","chr7_140787551_140787951","X63572","ENSMUSG00000025480",140777229,140787854,10626,"-",0,"overlapStart",0,"Syce1","74075"
"3113","chr7",141613912,141614312,401,"*","chr7_141613912_141614312","X63598","ENSMUSG00000097170",141610066,141613747,3682,"-",164,"upstream",164,"Gm16982","100036523"
"3114","chr7",142192151,142192551,401,"*","chr7_142192151_142192551","X63621","ENSMUSG00000066101",142189473,142190389,917,"-",1761,"upstream",1761,"Gm10153",NA
"3115","chr7",142229604,142230004,401,"*","chr7_142229604_142230004","X63625","ENSMUSG00000073785",142228795,142229971,1177,"-",0,"overlapStart",0,"Krtap5-5","114666"
"3116","chr7",142258036,142258436,401,"*","chr7_142258036_142258436","X63629","ENSMUSG00000090455",142257647,142258354,708,"-",0,"overlapStart",0,"Gm2431",NA
"3117","chr7",142259752,142260152,401,"*","chr7_142259752_142260152","X63630","ENSMUSG00000090455",142257647,142258354,708,"-",1397,"upstream",1397,"Gm2431",NA
"3118","chr7",142666965,142667365,401,"*","chr7_142666965_142667365","X63646","ENSMUSG00000048583",142650766,142666816,16051,"-",148,"upstream",148,"Igf2","16002"
"3119","chr7",143295986,143296386,401,"*","chr7_143295986_143296386","X63671","ENSMUSG00000104012",143297698,143301617,3920,"+",1311,"upstream",1311,"RP23-101N20.9",NA
"3120","chr7",143447315,143447715,401,"*","chr7_143447315_143447715","X63679","ENSMUSG00000099103",143447605,143447665,61,"+",0,"includeFeature",0,"Gm27901",NA
"3121","chr7",143462277,143462677,401,"*","chr7_143462277_143462677","X63681","ENSMUSG00000037664",143458350,143461050,2701,"-",1226,"upstream",1226,"Cdkn1c","12577"
"3122","chr7",143650959,143651359,401,"*","chr7_143650959_143651359","X63683","ENSMUSG00000010751",143634806,143649661,14856,"-",1297,"upstream",1297,"Tnfrsf22","79202"
"3123","chr7",144566955,144567355,401,"*","chr7_144566955_144567355","X63714","ENSMUSG00000073778",144567355,144581512,14158,"+",0,"overlapStart",0,"Faddos",NA
"3124","chr8",3707443,3707843,401,"*","chr8_3707443_3707843","X63778","ENSMUSG00000089956",3709804,3739044,29241,"+",1960,"upstream",1960,"Gm16553",NA
"3125","chr8",3802999,3803399,401,"*","chr8_3802999_3803399","X63781","ENSMUSG00000088025",3803069,3803358,290,"-",0,"includeFeature",0,"Rprl3",NA
"3126","chr8",3926520,3926920,401,"*","chr8_3926520_3926920","X63785","ENSMUSG00000065987",3917655,3926844,9190,"-",0,"overlapStart",0,"Cd209b","69165"
"3127","chr8",3956012,3956412,401,"*","chr8_3956012_3956412","X63786","ENSMUSG00000040165",3940222,3954746,14525,"-",1265,"upstream",1265,"Cd209c","170776"
"3128","chr8",3994176,3994576,401,"*","chr8_3994176_3994576","X63792","ENSMUSG00000097657",3994628,3997505,2878,"+",51,"upstream",51,"Gm7389","664888"
"3129","chr8",4087219,4087619,401,"*","chr8_4087219_4087619","X63801","ENSMUSG00000074482",4087658,4088572,915,"+",38,"upstream",38,"Gm16589",NA
"3130","chr8",4226673,4227073,401,"*","chr8_4226673_4227073","X63806","ENSMUSG00000046589",4226827,4237470,10644,"+",0,"overlapStart",0,"Lrrc8e","72267"
"3131","chr8",4260306,4260706,401,"*","chr8_4260306_4260706","X63808","ENSMUSG00000048644",4257648,4259274,1627,"-",1031,"upstream",1031,"Ctxn1","330695"
"3132","chr8",4523540,4523940,401,"*","chr8_4523540_4523940","X63817","ENSMUSG00000102201",4521912,4522125,214,"-",1414,"upstream",1414,"RP23-421C2.2",NA
"3133","chr8",10006659,10007059,401,"*","chr8_10006659_10007059","X63944","ENSMUSG00000031497",10006843,10035441,28599,"+",0,"overlapStart",0,"Tnfsf13b","24099"
"3134","chr8",12281953,12282353,401,"*","chr8_12281953_12282353","X64035","ENSMUSG00000101899",12282211,12282612,402,"+",0,"overlapStart",0,"Gm29175",NA
"3135","chr8",12666060,12666460,401,"*","chr8_12666060_12666460","X64067","ENSMUSG00000088641",12666095,12666198,104,"+",0,"includeFeature",0,"Gm26483",NA
"3136","chr8",13025702,13026102,401,"*","chr8_13025702_13026102","X64074","ENSMUSG00000031443",13026034,13035809,9776,"+",0,"overlapStart",0,"F7","14068"
"3137","chr8",13287166,13287566,401,"*","chr8_13287166_13287566","X64082","ENSMUSG00000038497",13288013,13322924,34912,"+",446,"upstream",446,"Tmco3","234076"
"3138","chr8",13679054,13679454,401,"*","chr8_13679054_13679454","X64091","ENSMUSG00000031453",13566950,13677603,110654,"-",1450,"upstream",1450,"Rasa3","19414"
"3139","chr8",15102448,15102848,401,"*","chr8_15102448_15102848","X64145","ENSMUSG00000083000",15100329,15101350,1022,"-",1097,"upstream",1097,"Gm15678",NA
"3140","chr8",19028347,19028747,401,"*","chr8_19028347_19028747","X64223","ENSMUSG00000053790",19023407,19026566,3160,"-",1780,"upstream",1780,"Defb38","360212"
"3141","chr8",19493138,19493538,401,"*","chr8_19493138_19493538","X64238","ENSMUSG00000098798",19493189,19493268,80,"+",0,"includeFeature",0,"Gm27288",NA
"3142","chr8",19493138,19493538,401,"*","chr8_19493138_19493538","X64238","ENSMUSG00000037790",19495097,19497775,2679,"+",1558,"upstream",1558,"Defb7","246080"
"3143","chr8",19514079,19514479,401,"*","chr8_19514079_19514479","X64239","ENSMUSG00000082650",19513878,19514397,520,"-",0,"overlapStart",0,"Gm15358","102633232"
"3144","chr8",19579776,19580176,401,"*","chr8_19579776_19580176","X64242","ENSMUSG00000081920",19579942,19580532,591,"+",0,"overlapStart",0,"Gm15359",NA
"3145","chr8",20888570,20888970,401,"*","chr8_20888570_20888970","X64252","ENSMUSG00000093800",20884608,20888200,3593,"-",369,"upstream",369,"Gm20796",NA
"3146","chr8",21083414,21083814,401,"*","chr8_21083414_21083814","X64257","ENSMUSG00000094687",21084442,21085285,844,"+",627,"upstream",627,"Defa25","13236"
"3147","chr8",21132661,21133061,401,"*","chr8_21132661_21133061","X64259","ENSMUSG00000074444",21134642,21135598,957,"+",1580,"upstream",1580,"Gm15284","100038927"
"3148","chr8",21329239,21329639,401,"*","chr8_21329239_21329639","X64263","ENSMUSG00000084377",21330947,21333576,2630,"+",1307,"upstream",1307,"Gm15302","100415769"
"3149","chr8",21706593,21706993,401,"*","chr8_21706593_21706993","X64266","ENSMUSG00000081668",21708029,21710605,2577,"+",1035,"upstream",1035,"Gm7869",NA
"3150","chr8",21858762,21859162,401,"*","chr8_21858762_21859162","X64269","ENSMUSG00000044743",21858901,21862011,3111,"+",0,"overlapStart",0,"Defb10","246085"
"3151","chr8",21936824,21937224,401,"*","chr8_21936824_21937224","X64273","ENSMUSG00000058052",21938352,21940878,2527,"+",1127,"upstream",1127,"Defb35","246084"
"3152","chr8",22227142,22227542,401,"*","chr8_22227142_22227542","X64290","ENSMUSG00000031480",22227313,22261334,34022,"+",0,"overlapStart",0,"Thsd1","56229"
"3153","chr8",24420645,24421045,401,"*","chr8_24420645_24421045","X64380","ENSMUSG00000097654",24422404,24440008,17605,"+",1358,"upstream",1358,"Gm26714",NA
"3154","chr8",24674452,24674852,401,"*","chr8_24674452_24674852","X64393","ENSMUSG00000031552",24602246,24674755,72510,"-",0,"overlapStart",0,"Adam18","13524"
"3155","chr8",24725580,24725980,401,"*","chr8_24725580_24725980","X64397","ENSMUSG00000031553",24677225,24725852,48628,"-",0,"overlapStart",0,"Adam3","11497"
"3156","chr8",24948642,24949042,401,"*","chr8_24948642_24949042","X64405","ENSMUSG00000037437",24836140,24948804,112665,"-",0,"overlapStart",0,"Adam32","353188"
"3157","chr8",25453815,25454215,401,"*","chr8_25453815_25454215","X64430","ENSMUSG00000074412",25454273,25454704,432,"+",57,"upstream",57,"Gm10689","100113396"
"3158","chr8",26080898,26081298,401,"*","chr8_26080898_26081298","X64460","ENSMUSG00000085437",26082609,26102694,20086,"+",1310,"upstream",1310,"1700047A11Rik","76604"
"3159","chr8",31088240,31088640,401,"*","chr8_31088240_31088640","X64574","ENSMUSG00000039661",31089471,31097047,7577,"+",830,"upstream",830,"Dusp26","66959"
"3160","chr8",31150888,31151288,401,"*","chr8_31150888_31151288","X64579","ENSMUSG00000088252",31149864,31149967,104,"-",920,"upstream",920,"Snord13","100217422"
"3161","chr8",33885647,33886047,401,"*","chr8_33885647_33886047","X64630","ENSMUSG00000098166",33884774,33885747,974,"-",0,"overlapStart",0,"Gm26978",NA
"3162","chr8",35133296,35133696,401,"*","chr8_35133296_35133696","X64678","ENSMUSG00000097106",35132995,35133532,538,"-",0,"overlapStart",0,"Rpl31-ps23",NA
"3163","chr8",35590368,35590768,401,"*","chr8_35590368_35590768","X64703","ENSMUSG00000097357",35582572,35588972,6401,"-",1395,"upstream",1395,"Gm16793","100504714"
"3164","chr8",36025289,36025689,401,"*","chr8_36025289_36025689","X64718","ENSMUSG00000098181",36025753,36026133,381,"+",63,"upstream",63,"Rps12l2","671641"
"3165","chr8",36456026,36456426,401,"*","chr8_36456026_36456426","X64733","ENSMUSG00000039620",36457548,36514320,56773,"+",1121,"upstream",1121,"6430573F11Rik","319582"
"3166","chr8",37788905,37789305,401,"*","chr8_37788905_37789305","X64761","ENSMUSG00000081316",37787666,37788692,1027,"-",212,"upstream",212,"Gm16205",NA
"3167","chr8",39003864,39004264,401,"*","chr8_39003864_39004264","X64773","ENSMUSG00000039530",39005867,39165112,159246,"+",1602,"upstream",1602,"Tusc3","80286"
"3168","chr8",40862338,40862738,401,"*","chr8_40862338_40862738","X64803","ENSMUSG00000031596",40862396,40922308,59913,"+",0,"overlapStart",0,"Slc7a2","11988"
"3169","chr8",41016406,41016806,401,"*","chr8_41016406_41016806","X64816","ENSMUSG00000084960",41017468,41024216,6749,"+",661,"upstream",661,"B430010I23Rik","78849"
"3170","chr8",41133363,41133763,401,"*","chr8_41133363_41133763","X64824","ENSMUSG00000045636",40990914,41133726,142813,"-",0,"overlapStart",0,"Mtus1","102103"
"3171","chr8",45023617,45024017,401,"*","chr8_45023617_45024017","X64916","ENSMUSG00000097491",45017216,45022385,5170,"-",1231,"upstream",1231,"Gm2366",NA
"3172","chr8",45506297,45506697,401,"*","chr8_45506297_45506697","X64933","ENSMUSG00000031626",45507788,45827906,320119,"+",1090,"upstream",1090,"Sorbs2","234214"
"3173","chr8",45885464,45885864,401,"*","chr8_45885464_45885864","X64941","ENSMUSG00000031636",45885485,45919546,34062,"+",0,"overlapStart",0,"Pdlim3","53318"
"3174","chr8",46229450,46229850,401,"*","chr8_46229450_46229850","X64953","ENSMUSG00000074978",46229566,46229973,408,"+",0,"overlapStart",0,"Actg-ps1","621269"
"3175","chr8",46229450,46229850,401,"*","chr8_46229450_46229850","X64953","ENSMUSG00000092897",46229794,46229877,84,"+",0,"overlapStart",0,"Gm23812",NA
"3176","chr8",46469149,46469549,401,"*","chr8_46469149_46469549","X64965","ENSMUSG00000018796",46471041,46536051,65011,"+",1491,"upstream",1491,"Acsl1","14081"
"3177","chr8",46617534,46617934,401,"*","chr8_46617534_46617934","X64973","ENSMUSG00000038225",46575579,46617212,41634,"-",321,"upstream",321,"Primpol","408022"
"3178","chr8",46984803,46985203,401,"*","chr8_46984803_46985203","X64987","ENSMUSG00000038173",46986925,47094895,107971,"+",1721,"upstream",1721,"Enpp6","320981"
"3179","chr8",47353306,47353706,401,"*","chr8_47353306_47353706","X65003","ENSMUSG00000038143",47180048,47352348,172301,"-",957,"upstream",957,"Stox2","71069"
"3180","chr8",47439231,47439631,401,"*","chr8_47439231_47439631","X65013","ENSMUSG00000092710",47440418,47440551,134,"+",786,"upstream",786,"Gm22857","115485638"
"3181","chr8",48844890,48845290,401,"*","chr8_48844890_48845290","X65073","ENSMUSG00000031561",48227682,48844026,616345,"-",863,"upstream",863,"Tenm3","23965"
"3182","chr8",53638850,53639250,401,"*","chr8_53638850_53639250","X65141","ENSMUSG00000039396",53586867,53639065,52199,"-",0,"overlapStart",0,"Neil3","234258"
"3183","chr8",56294547,56294947,401,"*","chr8_56294547_56294947","X65177","ENSMUSG00000031613",56294552,56321046,26495,"+",0,"overlapStart",0,"Hpgd","15446"
"3184","chr8",56561069,56561469,401,"*","chr8_56561069_56561469","X65181","ENSMUSG00000076392",56561301,56561409,109,"+",0,"includeFeature",0,"Gm25992",NA
"3185","chr8",57488117,57488517,401,"*","chr8_57488117_57488517","X65205","ENSMUSG00000031609",57482707,57487860,5154,"-",256,"upstream",256,"Sap30","60406"
"3186","chr8",57511043,57511443,401,"*","chr8_57511043_57511443","X65207","ENSMUSG00000054717",57511843,57515999,4157,"+",399,"upstream",399,"Hmgb2","97165"
"3187","chr8",57547722,57548122,401,"*","chr8_57547722_57548122","X65212","ENSMUSG00000077526",57549775,57549888,114,"+",1652,"upstream",1652,"Gm25379","115485641"
