JLDY037E	JLDY037F	JLDY037G	JLDY037I	JLDY037J	JLDY037K
chr6_111755633_111756033	11	20	8	18	11	17
chr6_111818613_111819013	14	18	10	22	17	9
chr6_111896982_111897382	13	24	26	22	15	21
chr6_111913864_111914264	17	13	8	17	13	12
chr6_111935685_111936085	6	19	4	14	1	14
chr6_112054127_112054527	13	10	12	15	6	16
chr6_112100073_112100473	13	26	13	13	11	15
chr6_112250754_112251154	14	33	12	17	9	20
chr6_112273468_112273868	14	24	4	24	19	18
chr6_112315493_112315893	6	24	10	18	11	18
chr6_112320810_112321210	19	21	8	22	13	17
chr6_112342369_112342769	13	14	11	23	14	9
chr6_112343921_112344321	15	35	16	19	10	18
chr6_112405155_112405555	9	21	13	31	8	14
chr6_112411365_112411765	15	13	18	19	17	15
chr6_112436531_112436931	9	22	12	29	18	15
chr6_112441455_112441855	14	38	10	24	10	21
chr6_112472420_112472820	14	33	22	28	20	23
chr6_112518424_112518824	13	17	17	28	16	18
chr6_112547440_112547840	8	17	8	17	6	13
chr6_112552702_112553102	14	22	5	16	13	15
chr6_112563580_112563980	15	31	17	29	20	16
chr6_112577844_112578244	16	22	10	27	17	15
chr6_112606237_112606637	27	24	9	31	13	13
chr6_112626895_112627295	12	14	12	11	16	17
chr6_112662197_112662597	12	18	13	19	14	11
chr6_112682030_112682430	13	18	13	20	9	11
chr6_112687290_112687690	15	12	12	16	6	9
chr6_112702430_112702830	19	28	19	20	11	10
chr6_112722744_112723144	17	27	13	26	18	21
chr6_112727284_112727684	14	24	10	26	14	20
chr6_112739111_112739511	10	12	16	18	6	6
chr6_112752721_112753121	21	21	7	17	18	14
chr6_112759106_112759506	17	15	8	19	15	9
chr6_112790475_112790875	18	25	8	17	10	13
chr6_112854062_112854462	16	12	7	18	6	14
chr6_112870749_112871149	14	26	7	19	8	15
chr6_112897474_112897874	13	19	11	24	10	20
chr6_112917691_112918091	16	15	5	14	6	9
chr6_112931706_112932106	14	17	15	15	9	21
chr6_112963197_112963597	12	21	13	34	18	11
chr6_112982217_112982617	15	24	10	24	10	9
chr6_113151101_113151501	16	23	7	20	11	13
chr6_113163187_113163587	15	22	13	28	9	8
chr6_113176394_113176794	19	21	4	19	14	17
chr6_113187947_113188347	8	18	13	20	8	17
chr6_113310044_113310444	14	20	12	18	13	9
chr6_113314891_113315291	21	16	13	22	9	21
chr6_113328183_113328583	13	20	15	24	8	12
chr6_113349079_113349479	7	14	5	19	6	14
chr6_113358406_113358806	16	28	11	27	20	16
chr6_113362318_113362718	15	33	11	28	7	21
chr6_113424987_113425387	17	24	15	36	20	24
chr6_113454784_113455184	23	35	13	30	13	20
chr6_113458655_113459055	19	30	22	33	21	23
chr6_113508560_113508960	22	27	27	24	16	11
chr6_113535094_113535494	3	22	9	17	16	4
chr6_113555314_113555714	14	25	5	15	14	7
chr6_113565300_113565700	10	18	13	15	19	20
chr6_113574297_113574697	10	28	9	24	11	7
chr6_113597644_113598044	14	14	17	34	25	15
chr6_113600384_113600784	17	23	15	20	12	21
chr6_113615965_113616365	10	15	10	11	17	15
chr6_113669471_113669871	16	19	20	38	18	18
chr6_113686836_113687236	24	30	11	25	22	13
chr6_113737230_113737630	9	19	10	15	15	15
chr6_113762506_113762906	22	19	10	28	11	21
chr6_113778554_113778954	14	13	7	24	8	20
chr6_113995282_113995682	17	20	3	20	5	10
chr6_114042731_114043131	28	14	21	30	19	12
chr6_114054249_114054649	11	22	8	24	12	16
chr6_114118595_114118995	23	25	11	22	10	12
chr6_114121510_114121910	27	20	13	28	8	20
chr6_114152172_114152572	18	29	19	25	13	26
chr6_114174520_114174920	16	28	26	36	14	15
chr6_114188845_114189245	14	16	18	24	9	13
chr6_114192656_114193056	19	22	18	34	15	23
chr6_114197992_114198392	13	30	15	15	18	18
chr6_114214201_114214601	14	25	13	25	8	17
chr6_114323025_114323425	13	25	14	14	13	14
chr6_114338859_114339259	20	40	15	25	26	18
chr6_114346088_114346488	22	17	16	22	15	14
chr6_114371713_114372113	18	13	8	15	17	14
chr6_114427883_114428283	16	24	16	27	18	18
chr6_114441088_114441488	23	20	12	24	17	12
chr6_114472603_114473003	9	21	19	11	9	9
chr6_114489444_114489844	19	32	20	23	26	15
chr6_114665877_114666277	6	14	17	22	16	16
chr6_114680180_114680580	14	21	20	38	11	12
chr6_114724968_114725368	10	13	8	25	6	17
chr6_114740950_114741350	20	18	17	35	30	17
chr6_114750621_114751021	27	30	22	37	29	30
chr6_114803915_114804315	28	22	19	29	16	29
chr6_114816768_114817168	16	37	14	20	23	22
chr6_114891783_114892183	7	21	20	18	8	15
chr6_114996404_114996804	21	23	16	27	13	23
chr6_115033612_115034012	14	17	15	27	14	16
chr6_115058043_115058443	11	25	9	25	6	7
chr6_115070847_115071247	10	22	14	14	9	16
chr6_115087645_115088045	9	27	7	11	5	7
chr6_115271906_115272306	14	17	13	22	12	15
chr6_115295684_115296084	12	24	16	24	12	6
chr6_115347976_115348376	11	25	13	14	10	16
chr6_115400957_115401357	12	18	13	21	2	13
chr6_115489764_115490164	13	22	14	20	11	17
chr6_115499787_115500187	21	25	21	31	32	28
chr6_115511361_115511761	10	26	6	26	18	17
chr6_115519345_115519745	17	26	15	36	20	26
chr6_115536865_115537265	29	33	20	37	28	17
chr6_115546698_115547098	17	23	9	24	7	10
chr6_115559655_115560055	22	22	19	24	14	14
chr6_115564761_115565161	18	25	16	33	13	15
chr6_115582805_115583205	17	37	19	19	18	24
chr6_115591887_115592287	12	36	15	29	17	12
chr6_115617405_115617805	14	15	12	22	3	13
chr6_115624886_115625286	12	22	17	12	11	11
chr6_115746700_115747100	23	30	17	34	18	19
chr6_115770192_115770592	14	26	8	27	9	10
chr6_115786589_115786989	16	41	15	34	16	21
chr6_115821888_115822288	30	23	21	22	13	14
chr6_115865137_115865537	18	21	15	22	8	13
chr6_115942449_115942849	22	43	17	35	19	26
chr6_115998726_115999126	24	24	18	31	23	32
chr6_116014298_116014698	16	23	15	29	17	14
chr6_116107450_116107850	18	24	10	16	11	10
chr6_116215726_116216126	5	21	12	19	2	5
chr6_116252691_116253091	11	15	17	12	15	9
chr6_116258634_116259034	26	28	16	21	16	17
chr6_116266476_116266876	15	23	6	9	5	4
chr6_116291868_116292268	15	30	15	12	10	15
chr6_116314068_116314468	15	22	13	25	12	15
chr6_116324356_116324756	8	20	21	26	9	14
chr6_116370805_116371205	11	24	7	25	19	17
chr6_116379397_116379797	12	14	9	16	14	18
chr6_116420001_116420401	21	28	21	33	11	30
chr6_116430196_116430596	15	21	12	25	23	16
chr6_116454027_116454427	12	26	9	22	11	18
chr6_116460911_116461311	19	21	9	22	23	15
chr6_116502223_116502623	15	19	5	27	6	21
chr6_116515672_116516072	7	9	18	22	10	13
chr6_116523579_116523979	18	30	14	24	9	17
chr6_116527469_116527869	13	24	9	16	18	11
chr6_116551847_116552247	25	39	15	35	24	23
chr6_116595282_116595682	15	22	6	19	6	4
chr6_116615906_116616306	26	24	19	32	15	22
chr6_116626417_116626817	25	21	13	16	11	14
chr6_116638057_116638457	21	31	16	31	16	24
chr6_116651865_116652265	19	21	17	40	18	20
chr6_116664084_116664484	24	26	12	31	12	22
chr6_116670818_116671218	16	40	19	19	14	24
chr6_116679722_116680122	32	31	15	20	15	19
chr6_116727290_116727690	14	22	6	29	15	12
chr6_116764515_116764915	13	23	17	22	23	19
chr6_116773055_116773455	23	24	12	26	12	15
chr6_116788657_116789057	14	26	12	25	13	8
chr6_116795354_116795754	16	14	11	17	10	12
chr6_116821180_116821580	18	15	12	25	9	10
chr6_116871592_116871992	9	22	13	21	18	12
chr6_116917132_116917532	9	26	9	18	9	9
chr6_116946686_116947086	17	18	12	32	19	18
chr6_116973766_116974166	25	24	11	16	19	7
chr6_116980278_116980678	13	16	15	17	6	18
chr6_116986419_116986819	10	31	5	18	11	13
chr6_116996392_116996792	16	25	15	23	20	18
chr6_117001645_117002045	24	26	14	20	16	22
chr6_117030719_117031119	17	28	12	17	8	9
chr6_117050895_117051295	17	33	19	34	19	21
chr6_117062501_117062901	21	17	13	31	22	14
chr6_117081731_117082131	13	31	17	33	10	17
chr6_117104085_117104485	25	25	19	25	15	23
chr6_117115686_117116086	8	16	9	24	8	7
chr6_117224399_117224799	23	29	21	19	22	23
chr6_117230754_117231154	14	23	15	22	12	15
chr6_117249307_117249707	26	23	14	34	9	24
chr6_117280078_117280478	17	18	19	27	9	4
chr6_117295099_117295499	24	15	8	21	13	20
chr6_117327648_117328048	32	14	13	29	17	17
chr6_117359840_117360240	11	21	10	12	17	14
chr6_117365570_117365970	20	23	7	16	15	24
chr6_117371568_117371968	8	20	14	17	10	14
chr6_117408162_117408562	15	24	9	24	15	13
chr6_117427676_117428076	27	33	22	25	17	17
chr6_117437817_117438217	18	21	19	29	16	14
chr6_117452521_117452921	12	24	14	19	14	7
chr6_117460642_117461042	14	17	8	20	20	11
chr6_117473273_117473673	18	24	8	20	16	13
chr6_117490684_117491084	8	6	16	20	6	10
chr6_117498718_117499118	11	22	17	19	11	13
chr6_117526305_117526705	10	17	15	19	11	14
chr6_117533138_117533538	11	19	11	22	13	11
chr6_117534830_117535230	20	38	14	34	20	25
chr6_117542453_117542853	15	25	10	17	12	17
chr6_117549485_117549885	11	14	6	28	19	15
chr6_117569417_117569817	9	22	16	22	27	13
chr6_117582922_117583322	16	21	18	23	9	16
chr6_117595924_117596324	20	18	20	25	15	17
chr6_117619974_117620374	10	25	9	17	9	18
chr6_117631914_117632314	20	13	10	24	12	6
chr6_117652793_117653193	14	25	23	25	15	13
chr6_117670835_117671235	18	21	17	22	18	13
chr6_117686912_117687312	26	25	12	26	14	22
chr6_117699724_117700124	18	27	9	20	17	14
chr6_117712541_117712941	17	17	14	25	16	6
chr6_117727060_117727460	18	22	17	15	11	17
chr6_117738675_117739075	16	26	14	32	18	17
chr6_117762064_117762464	12	17	13	10	8	14
chr6_117778296_117778696	22	28	18	21	25	25
chr6_117791516_117791916	21	22	15	34	14	25
chr6_117812010_117812410	15	26	10	28	14	12
chr6_117835449_117835849	9	25	12	23	12	15
chr6_117845379_117845779	11	34	6	16	7	18
chr6_117871367_117871767	19	33	15	37	12	21
chr6_117888462_117888862	21	26	24	31	22	16
chr6_117891301_117891701	15	28	17	25	17	19
chr6_117932533_117932933	15	24	8	20	6	11
chr6_117947468_117947868	10	14	13	20	4	10
chr6_117954371_117954771	17	30	16	37	22	26
chr6_117965343_117965743	12	23	11	25	10	10
chr6_118023250_118023650	12	14	7	17	13	15
chr6_118025002_118025402	6	21	7	20	5	6
chr6_118032774_118033174	15	20	15	27	20	15
chr6_118035074_118035474	11	17	14	23	15	7
chr6_118064940_118065340	15	15	13	19	15	15
chr6_118111206_118111606	12	22	10	20	17	19
chr6_118116204_118116604	15	19	11	17	14	14
chr6_118152939_118153339	10	18	19	23	10	19
chr6_118154492_118154892	25	13	15	41	20	14
chr6_118164340_118164740	20	24	20	34	23	16
chr6_118284415_118284815	16	25	7	23	11	11
chr6_118290834_118291234	18	30	18	36	23	23
chr6_118307649_118308049	24	34	19	27	21	23
chr6_118315129_118315529	17	34	17	27	30	17
chr6_118323015_118323415	9	34	15	33	22	12
chr6_118334856_118335256	22	14	17	30	11	19
chr6_118350237_118350637	20	19	10	39	14	8
chr6_118364850_118365250	16	23	16	31	18	9
chr6_118368355_118368755	15	21	16	26	17	14
chr6_118373181_118373581	14	22	5	17	16	11
chr6_118404699_118405099	24	27	13	26	23	19
chr6_118440515_118440915	8	22	9	19	12	8
chr6_118522740_118523140	17	25	11	28	15	20
chr6_118534712_118535112	13	15	19	26	10	14
chr6_118593206_118593606	13	25	13	26	11	17
chr6_118604000_118604400	17	26	9	33	12	20
chr6_118645798_118646198	21	27	11	15	13	8
chr6_118654704_118655104	5	22	9	11	11	8
chr6_118723655_118724055	20	24	12	15	9	14
chr6_118751167_118751567	15	18	10	24	11	14
chr6_118757269_118757669	19	18	10	18	8	8
chr6_118800851_118801251	17	18	11	19	16	11
chr6_118808071_118808471	19	20	12	24	21	17
chr6_118898989_118899389	18	18	17	15	16	10
chr6_118934506_118934906	13	24	20	25	13	14
chr6_118950399_118950799	10	18	5	20	11	11
chr6_118952446_118952846	15	14	16	10	13	14
chr6_118973214_118973614	17	12	12	21	14	15
chr6_119009539_119009939	11	17	6	22	7	13
chr6_119018733_119019133	19	25	7	20	9	9
chr6_119042038_119042438	10	21	15	19	14	15
chr6_119064291_119064691	13	20	12	20	11	12
chr6_119095035_119095435	15	13	16	24	11	14
chr6_119145300_119145700	17	20	12	14	9	17
chr6_119193887_119194287	17	23	17	21	15	19
chr6_119215133_119215533	16	37	6	28	19	22
chr6_119239241_119239641	25	27	14	28	19	23
chr6_119275223_119275623	17	22	23	31	14	27
chr6_119397232_119397632	14	17	7	23	19	14
chr6_119412319_119412719	8	25	14	30	21	16
chr6_119433301_119433701	18	31	20	25	16	24
chr6_119459903_119460303	13	20	19	31	21	15
chr6_119467272_119467672	16	27	11	25	16	6
chr6_119505610_119506010	15	28	16	41	10	17
chr6_119514241_119514641	17	25	17	28	16	25
chr6_119524106_119524506	15	31	14	35	22	15
chr6_119540928_119541328	16	38	18	30	11	24
chr6_119551139_119551539	19	27	14	36	17	17
chr6_119892937_119893337	16	28	19	28	22	25
chr6_119911071_119911471	8	7	15	21	6	15
chr6_120037244_120037644	18	21	5	10	9	9
chr6_120093169_120093569	18	21	9	23	13	18
chr6_120107857_120108257	23	22	16	16	14	13
chr6_120108724_120109124	13	15	14	20	16	20
chr6_120134776_120135176	8	22	15	12	12	23
chr6_120137431_120137831	15	30	9	24	10	11
chr6_120160758_120161158	13	15	18	16	16	18
chr6_120174679_120175079	19	18	23	31	17	15
chr6_120215992_120216392	12	21	13	34	11	26
chr6_120225669_120226069	18	23	14	30	18	22
chr6_120236336_120236736	12	25	19	24	10	6
chr6_120287363_120287763	28	24	16	27	27	19
chr6_120288510_120288910	7	24	7	21	8	11
chr6_120317978_120318378	17	32	24	22	13	23
chr6_120322746_120323146	27	19	9	16	24	14
chr6_120335420_120335820	7	25	17	21	19	10
chr6_120344627_120345027	18	30	18	23	20	11
chr6_120454360_120454760	11	21	13	17	18	9
chr6_120461579_120461979	16	24	9	26	14	13
chr6_120498525_120498925	22	18	21	22	22	26
chr6_120554515_120554915	26	25	19	32	17	34
chr6_120559505_120559905	16	26	15	29	5	24
chr6_120562075_120562475	23	24	14	24	9	11
chr6_120567743_120568143	19	29	17	25	13	24
chr6_120568626_120569026	14	27	12	19	16	10
chr6_120585681_120586081	17	16	16	28	22	16
chr6_120735570_120735970	7	16	11	27	14	12
chr6_120758222_120758622	16	21	13	28	13	24
chr6_120772413_120772813	10	16	10	20	6	14
chr6_120804763_120805163	8	22	10	18	15	18
chr6_120818787_120819187	11	12	8	21	8	16
chr6_120829490_120829890	15	23	10	15	20	20
chr6_120855669_120856069	9	13	10	16	9	13
chr6_120886891_120887291	17	21	15	36	23	19
chr6_120900181_120900581	20	37	13	38	31	25
chr6_120919083_120919483	17	23	18	23	23	17
chr6_121078661_121079061	19	30	14	27	20	23
chr6_121120376_121120776	5	18	2	15	3	7
chr6_121127668_121128068	15	24	16	16	11	14
chr6_121167486_121167886	12	32	18	21	23	13
chr6_121203191_121203591	9	24	7	22	15	15
chr6_121231384_121231784	18	20	9	19	9	18
chr6_121243554_121243954	17	23	12	26	18	17
chr6_121262361_121262761	17	21	16	25	16	23
chr6_121269942_121270342	14	23	14	28	11	10
chr6_121300187_121300587	10	27	15	31	18	14
chr6_121367395_121367795	25	23	18	24	20	13
chr6_121391476_121391876	11	15	9	23	5	21
chr6_121413034_121413434	17	32	21	26	28	26
chr6_121424647_121425047	20	31	13	28	13	21
chr6_121439591_121439991	23	22	18	34	10	12
chr6_121481675_121482075	8	26	11	22	15	9
chr6_121493438_121493838	19	24	11	18	1	8
chr6_121499192_121499592	10	18	8	23	10	9
chr6_121509803_121510203	14	38	20	28	16	9
chr6_121523998_121524398	16	17	12	22	25	27
chr6_121539548_121539948	18	27	18	27	14	15
chr6_121546899_121547299	12	22	15	18	20	17
chr6_121552222_121552622	19	20	9	21	8	4
chr6_121570740_121571140	17	22	13	25	16	14
chr6_121571567_121571967	24	37	33	41	31	33
chr6_121593269_121593669	16	18	20	17	21	10
chr6_121617179_121617579	11	23	14	27	7	14
chr6_121648263_121648663	22	20	14	25	18	20
chr6_121679701_121680101	19	24	5	22	17	13
chr6_121681657_121682057	12	23	8	10	8	15
chr6_121757467_121757867	22	25	10	22	10	15
chr6_121758242_121758642	18	26	18	25	20	20
chr6_121769494_121769894	20	13	15	19	7	15
chr6_121799977_121800377	16	15	11	21	10	14
chr6_121865560_121865960	12	22	2	21	9	14
chr6_121885181_121885581	9	7	11	17	15	6
chr6_121907823_121908223	18	22	13	20	13	17
chr6_121928484_121928884	17	23	14	20	13	15
chr6_121958799_121959199	17	23	14	24	15	7
chr6_121975641_121976041	12	24	15	19	9	14
chr6_121979010_121979410	17	24	15	20	11	13
chr6_122047015_122047415	16	18	18	25	18	8
chr6_122089969_122090369	16	16	14	26	8	23
chr6_122104437_122104837	21	38	23	48	31	23
chr6_122110904_122111304	15	26	21	21	14	16
chr6_122113279_122113679	20	26	16	32	20	21
chr6_122199985_122200385	16	17	6	25	5	14
chr6_122215780_122216180	12	12	7	28	25	14
chr6_122227412_122227812	13	14	15	35	15	18
chr6_122229181_122229581	17	25	20	20	14	13
chr6_122250979_122251379	17	24	15	21	19	23
chr6_122262100_122262500	21	26	19	26	18	17
chr6_122293509_122293909	10	27	10	19	23	10
chr6_122295459_122295859	22	35	13	25	11	13
chr6_122319773_122320173	17	29	17	24	16	19
chr6_122323186_122323586	14	31	10	26	17	14
chr6_122333171_122333571	10	16	12	20	12	15
chr6_122344505_122344905	12	17	16	26	9	8
chr6_122355900_122356300	25	43	26	43	21	17
chr6_122362671_122363071	10	27	17	23	9	11
chr6_122393552_122393952	13	26	10	28	5	13
chr6_122410941_122411341	18	30	14	24	13	16
chr6_122438941_122439341	9	17	15	19	8	5
chr6_122508410_122508810	16	24	10	24	16	11
chr6_122509417_122509817	19	14	14	25	10	19
chr6_122513041_122513441	9	18	15	29	20	20
chr6_122529499_122529899	8	15	16	26	24	24
chr6_122545906_122546306	7	21	8	19	9	7
chr6_122548167_122548567	15	24	17	34	17	21
chr6_122555339_122555739	8	16	17	21	5	14
chr6_122567286_122567686	22	27	16	20	12	23
chr6_122576300_122576700	22	13	13	20	9	12
chr6_122590910_122591310	19	21	12	18	21	15
chr6_122609614_122610014	20	28	11	33	15	14
chr6_122617167_122617567	18	17	12	20	10	9
chr6_122627856_122628256	22	15	8	13	17	7
chr6_122644208_122644608	20	18	12	21	17	23
chr6_122650475_122650875	15	19	22	15	16	14
chr6_122667338_122667738	16	22	15	35	19	25
chr6_122685609_122686009	6	19	13	11	16	10
chr6_122686713_122687113	11	12	13	22	8	15
chr6_122696061_122696461	27	36	13	27	15	19
chr6_122698441_122698841	12	28	13	25	14	11
chr6_122705254_122705654	12	23	15	24	16	19
chr6_122712981_122713381	21	16	7	34	19	15
chr6_122792456_122792856	13	31	7	25	21	11
chr6_122824804_122825204	23	27	24	28	17	25
chr6_122916697_122917097	14	22	12	24	18	19
chr6_122920850_122921250	10	29	13	18	18	13
chr6_122937748_122938148	20	40	14	32	15	25
chr6_122951837_122952237	25	18	21	26	22	18
chr6_122974872_122975272	17	38	15	44	21	32
chr6_123000285_123000685	21	25	12	35	20	20
chr6_123015035_123015435	19	15	9	23	14	17
chr6_123027306_123027706	16	14	16	19	12	7
chr6_123029101_123029501	12	26	11	26	16	15
chr6_123044096_123044496	13	20	9	18	5	14
chr6_123063345_123063745	9	27	10	20	13	16
chr6_123079158_123079558	8	28	11	23	15	7
chr6_123092512_123092912	13	26	7	31	10	15
chr6_123264250_123264650	11	15	19	32	5	10
chr6_123325239_123325639	15	14	20	19	11	9
chr6_123657562_123657962	21	20	12	30	17	13
chr6_123667464_123667864	8	16	14	21	6	8
chr6_123684917_123685317	11	24	7	22	12	22
chr6_123687073_123687473	9	23	10	26	18	6
chr6_123698846_123699246	22	37	21	23	17	18
chr6_123728418_123728818	18	28	20	33	28	27
chr6_123735539_123735939	20	25	12	40	23	19
chr6_123737628_123738028	18	24	13	25	10	14
chr6_123754499_123754899	9	28	18	11	11	13
chr6_123762235_123762635	18	27	16	22	16	23
chr6_123793718_123794118	13	35	16	31	19	25
chr6_123818514_123818914	21	25	12	25	21	19
chr6_123820322_123820722	13	20	9	20	10	10
chr6_123878345_123878745	10	15	17	19	12	13
chr6_123929877_123930277	19	27	14	30	22	29
chr6_123940817_123941217	20	24	6	31	22	16
chr6_123949397_123949797	11	13	11	23	16	11
chr6_123950425_123950825	19	24	10	23	8	13
chr6_123952590_123952990	13	24	8	24	15	17
chr6_124057140_124057540	20	22	12	35	18	14
chr6_124131730_124132130	20	14	19	24	9	16
chr6_124238402_124238802	17	26	17	47	17	19
chr6_124251630_124252030	18	24	21	21	11	13
chr6_124280146_124280546	8	24	9	19	16	17
chr6_124283770_124284170	17	20	8	30	21	20
chr6_124297759_124298159	27	20	22	28	21	12
chr6_124303216_124303616	26	34	19	32	18	17
chr6_124317527_124317927	16	30	10	31	11	21
chr6_124354178_124354578	11	7	6	18	7	3
chr6_124366155_124366555	20	24	13	25	21	15
chr6_124375451_124375851	15	19	20	24	27	21
chr6_124467666_124468066	21	16	8	24	18	27
chr6_124474360_124474760	10	26	15	9	14	21
chr6_124493711_124494111	21	21	15	21	20	14
chr6_124552719_124553119	24	21	14	33	18	22
chr6_124592894_124593294	9	24	15	15	10	8
chr6_124599376_124599776	19	22	17	27	14	15
chr6_124639504_124639904	9	22	9	20	20	10
chr6_124659205_124659605	16	21	17	26	14	13
chr6_124666325_124666725	12	24	12	21	6	15
chr6_124694185_124694585	9	23	17	24	12	23
chr6_124721377_124721777	17	32	11	30	18	24
chr6_124739054_124739454	12	20	11	22	13	14
chr6_124809106_124809506	18	19	8	26	17	14
chr6_124882009_124882409	18	29	14	29	21	20
chr6_124900206_124900606	20	22	14	24	17	28
chr6_124959712_124960112	16	26	18	34	16	13
chr6_124964866_124965266	17	13	6	21	14	19
chr6_124990072_124990472	18	28	7	27	14	10
chr6_125024675_125025075	12	24	9	18	9	15
chr6_125036272_125036672	21	21	8	20	20	16
chr6_125062142_125062542	16	21	30	32	14	12
chr6_125129817_125130217	15	27	10	29	16	19
chr6_125184034_125184434	10	15	13	24	17	13
chr6_125221209_125221609	24	22	20	45	18	21
chr6_125228241_125228641	19	21	31	20	19	18
chr6_125270566_125270966	10	12	12	20	17	9
chr6_125285642_125286042	24	21	14	34	17	19
chr6_125302353_125302753	26	35	21	33	24	21
chr6_125332644_125333044	26	28	18	29	15	18
chr6_125339027_125339427	16	35	14	38	20	19
chr6_125410238_125410638	20	40	18	30	19	25
chr6_125430843_125431243	20	27	22	33	23	11
chr6_125434904_125435304	25	37	19	50	19	24
chr6_125483987_125484387	7	37	17	29	18	24
chr6_125490067_125490467	27	19	19	37	25	26
chr6_125524058_125524458	20	23	11	31	11	15
chr6_125564186_125564586	22	23	19	30	15	19
chr6_125578429_125578829	15	25	20	22	19	22
chr6_125614500_125614900	13	23	7	23	9	21
chr6_125625252_125625652	12	36	12	33	12	16
chr6_125626966_125627366	28	26	19	30	22	31
chr6_125635130_125635530	22	27	6	19	13	19
chr6_125642919_125643319	21	23	14	32	22	14
chr6_125649101_125649501	18	32	16	26	15	28
chr6_125654969_125655369	16	32	18	33	19	21
chr6_125669267_125669667	15	21	14	23	12	20
chr6_125678930_125679330	26	15	21	20	15	19
chr6_125686227_125686627	30	25	12	22	13	19
chr6_125704785_125705185	11	13	15	17	8	5
chr6_125710453_125710853	13	26	15	26	23	21
chr6_125729860_125730260	19	35	14	24	23	22
chr6_125730984_125731384	22	28	16	37	16	28
chr6_125736241_125736641	20	27	21	27	18	21
chr6_125742186_125742586	13	29	17	27	14	18
chr6_125747579_125747979	17	28	21	37	25	29
